Index,Analyte,Abbreviation,CAS #,Dataset ID,Mechanism,Manufacturer,Brand,Stationary Phase,Pore Size (A),Particle Size (um),A Solvent,B Solvent,Composition (%B),Temperature (C),Midpoint Pressure (bar),Retention Factor,SD,n
353,toluene,1Bz,108-88-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,2.014,0.002,5
354,toluene,1Bz,108-88-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,3.069,0.005,5
355,toluene,1Bz,108-88-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,4.660,0.010,5
356,toluene,1Bz,108-88-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,10,40,60,7.127,0.007,5
357,cis-chalcone,cCha,614-46-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,60,40,60,1.376,0.016,5
358,cis-chalcone,cCha,614-46-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,2.857,0.012,5
359,cis-chalcone,cCha,614-46-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,45,40,60,4.277,0.006,5
360,cis-chalcone,cCha,614-46-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,6.864,0.024,5
361,cis-chalcone,cCha,614-46-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,11.626,0.087,5
362,cis-chalcone,cCha,614-46-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,21.170,0.085,5
363,cis-chalcone,cCha,614-46-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,41.434,0.101,5
364,ethylbenzene,2Bz,100-41-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,60,40,60,0.223,0.006,5
365,ethylbenzene,2Bz,100-41-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,0.433,0.003,5
366,ethylbenzene,2Bz,100-41-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,0.928,0.004,5
367,ethylbenzene,2Bz,100-41-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,1.422,0.005,5
368,ethylbenzene,2Bz,100-41-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,2.258,0.009,5
369,ethylbenzene,2Bz,100-41-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,3.681,0.007,5
370,ethylbenzene,2Bz,100-41-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,6.151,0.010,5
371,trans-chalcone,tCha,94-41-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,70,40,60,0.853,0.028,5
372,trans-chalcone,tCha,94-41-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,60,40,60,1.639,0.014,5
373,trans-chalcone,tCha,94-41-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,3.552,0.015,5
374,trans-chalcone,tCha,94-41-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,45,40,60,5.575,0.029,5
375,trans-chalcone,tCha,94-41-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,9.234,0.046,5
376,trans-chalcone,tCha,94-41-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,16.346,0.087,5
377,trans-chalcone,tCha,94-41-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,31.346,0.094,5
378,mefenamic acid,MFen,61-68-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,70,40,60,0.787,0.007,5
379,mefenamic acid,MFen,61-68-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,60,40,60,1.503,0.021,5
380,mefenamic acid,MFen,61-68-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,3.362,0.024,5
381,mefenamic acid,MFen,61-68-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,45,40,60,5.393,0.005,5
382,mefenamic acid,MFen,61-68-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,9.383,0.055,5
383,mefenamic acid,MFen,61-68-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,17.789,0.040,5
384,mefenamic acid,MFen,61-68-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,37.624,0.104,5
385,butyrophenone,AP4,495-40-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,60,40,60,1.083,0.028,5
386,butyrophenone,AP4,495-40-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,1.950,0.020,5
387,butyrophenone,AP4,495-40-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,3.930,0.004,5
388,butyrophenone,AP4,495-40-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,5.886,0.015,5
389,butyrophenone,AP4,495-40-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,9.190,0.040,5
390,butyrophenone,AP4,495-40-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,15.130,0.083,5
391,butyrophenone,AP4,495-40-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,26.155,0.123,5
392,butyrophenone,AP4,495-40-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,48.150,0.092,5
393,cis-stilbene,cStil,645-49-8,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,70,40,60,1.123,0.019,5
394,cis-stilbene,cStil,645-49-8,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,60,40,60,2.325,0.014,5
395,cis-stilbene,cStil,645-49-8,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,5.488,0.024,5
396,cis-stilbene,cStil,645-49-8,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,45,40,60,9.005,0.069,5
397,cis-stilbene,cStil,645-49-8,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,15.755,0.077,5
398,cis-stilbene,cStil,645-49-8,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,29.499,0.123,5
399,trans-stilbene,tStil,103-30-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,70,40,60,1.235,0.034,5
400,trans-stilbene,tStil,103-30-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,60,40,60,2.592,0.024,5
401,trans-stilbene,tStil,103-30-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,6.223,0.020,5
402,trans-stilbene,tStil,103-30-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,45,40,60,10.379,0.055,5
403,trans-stilbene,tStil,103-30-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,18.574,0.074,5
404,trans-stilbene,tStil,103-30-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,35.593,0.104,5
405,quinizarin,Qnz,81-64-1,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,70,40,60,1.164,0.016,5
406,quinizarin,Qnz,81-64-1,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,60,40,60,2.145,0.011,5
407,quinizarin,Qnz,81-64-1,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,4.379,0.019,5
408,quinizarin,Qnz,81-64-1,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,45,40,60,6.639,0.030,5
409,quinizarin,Qnz,81-64-1,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,10.572,0.048,5
410,quinizarin,Qnz,81-64-1,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,17.778,0.072,5
411,quinizarin,Qnz,81-64-1,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,32.109,0.091,5
412,Butyl phenyl ether,4PhE,1126-79-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,60,40,60,1.901,0.026,5
413,Butyl phenyl ether,4PhE,1126-79-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,4.019,0.015,5
414,Butyl phenyl ether,4PhE,1126-79-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,9.892,0.048,5
415,Butyl phenyl ether,4PhE,1126-79-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,16.510,0.061,5
416,Butyl phenyl ether,4PhE,1126-79-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,29.051,0.085,5
417,Butyl phenyl ether,4PhE,1126-79-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,53.381,0.072,5
418,4-n-heptylaniline,Ani7,37529-27-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,60,40,60,0.283,0.008,5
419,4-n-heptylaniline,Ani7,37529-27-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,0.493,0.002,5
420,4-n-heptylaniline,Ani7,37529-27-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,0.928,0.005,5
421,4-n-heptylaniline,Ani7,37529-27-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,1.370,0.007,5
422,4-n-heptylaniline,Ani7,37529-27-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,2.197,0.013,5
423,4-n-heptylaniline,Ani7,37529-27-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,3.992,0.007,5
424,4-n-heptylaniline,Ani7,37529-27-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,7.937,0.023,5
425,"1,3-dihydroxynaphthalene",3dhN,132-86-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,0.203,0.007,5
426,"1,3-dihydroxynaphthalene",3dhN,132-86-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,0.279,0.003,5
427,"1,3-dihydroxynaphthalene",3dhN,132-86-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,0.434,0.002,5
428,"1,3-dihydroxynaphthalene",3dhN,132-86-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,0.706,0.002,5
429,"1,3-dihydroxynaphthalene",3dhN,132-86-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,1.266,0.010,5
430,"1,3-dihydroxynaphthalene",3dhN,132-86-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,2.453,0.013,5
431,"1,3-dihydroxynaphthalene",3dhN,132-86-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,10,40,60,5.008,0.005,5
432,"2,3-dihydroxynaphthalene",dhNa,92-44-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,0.795,0.008,5
433,"2,3-dihydroxynaphthalene",dhNa,92-44-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,1.462,0.010,5
434,"2,3-dihydroxynaphthalene",dhNa,92-44-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,2.109,0.012,5
435,"2,3-dihydroxynaphthalene",dhNa,92-44-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,3.172,0.006,5
436,"2,3-dihydroxynaphthalene",dhNa,92-44-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,5.030,0.005,5
437,"2,3-dihydroxynaphthalene",dhNa,92-44-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,8.819,0.050,5
438,"2,3-dihydroxynaphthalene",dhNa,92-44-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,16.134,0.054,5
439,"2,3-dihydroxynaphthalene",dhNa,92-44-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,10,40,60,31.875,0.033,5
440,4-n-hexylaniline,Ani6,33228-45-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,60,40,60,0.220,0.006,5
441,4-n-hexylaniline,Ani6,33228-45-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,0.362,0.001,5
442,4-n-hexylaniline,Ani6,33228-45-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,0.609,0.001,5
443,4-n-hexylaniline,Ani6,33228-45-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,0.838,0.001,5
444,4-n-hexylaniline,Ani6,33228-45-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,1.254,0.008,5
445,4-n-hexylaniline,Ani6,33228-45-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,2.047,0.004,5
446,4-n-hexylaniline,Ani6,33228-45-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,3.623,0.007,5
447,4-n-hexylaniline,Ani6,33228-45-4,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,7.431,0.022,5
448,4-n-pentylaniline,Ani5,33228-44-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,60,40,60,0.173,0.006,5
449,4-n-pentylaniline,Ani5,33228-44-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,0.260,0.002,5
450,4-n-pentylaniline,Ani5,33228-44-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,0.395,0.001,5
451,4-n-pentylaniline,Ani5,33228-44-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,0.512,0.001,5
452,4-n-pentylaniline,Ani5,33228-44-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,0.703,0.003,5
453,4-n-pentylaniline,Ani5,33228-44-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,1.051,0.003,5
454,4-n-pentylaniline,Ani5,33228-44-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,1.673,0.004,5
455,4-n-pentylaniline,Ani5,33228-44-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,3.043,0.006,5
456,4-n-pentylaniline,Ani5,33228-44-3,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,10,40,60,5.933,0.019,5
457,Nitrocyclohexane,NtCy6,1122-60-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,60,40,60,0.856,0.034,5
458,Nitrocyclohexane,NtCy6,1122-60-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,1.469,0.014,5
459,Nitrocyclohexane,NtCy6,1122-60-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,2.994,0.009,5
460,Nitrocyclohexane,NtCy6,1122-60-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,4.229,0.009,5
461,Nitrocyclohexane,NtCy6,1122-60-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,6.044,0.007,5
462,Nitrocyclohexane,NtCy6,1122-60-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,8.801,0.016,5
463,Nitrocyclohexane,NtCy6,1122-60-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,12.986,0.012,5
464,Nitrocyclohexane,NtCy6,1122-60-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,19.652,0.058,5
465,Nitrocyclohexane,NtCy6,1122-60-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,10,40,60,30.330,0.063,5
466,"2,2'-dipyridyl",2DPy,366-18-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,0.930,0.007,5
467,"2,2'-dipyridyl",2DPy,366-18-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,1.128,0.005,5
468,"2,2'-dipyridyl",2DPy,366-18-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,1.373,0.013,5
469,"2,2'-dipyridyl",2DPy,366-18-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,10,40,60,2.028,0.013,5
470,"2,2'-dipyridyl",2DPy,366-18-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,8,40,60,2.559,0.013,5
471,"2,2'-dipyridyl",2DPy,366-18-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,6,40,60,3.334,0.015,5
472,"2,2'-dipyridyl",2DPy,366-18-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,4,40,60,4.790,0.012,5
473,"2,2'-dipyridyl",2DPy,366-18-7,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,2,40,60,7.808,0.014,5
474,3-Nitrophenol ,#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,1.967,0.013,5
475,3-Nitrophenol ,#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,2.788,0.014,5
476,3-Nitrophenol ,#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,4.087,0.015,5
477,3-Nitrophenol ,#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,6.300,0.032,5
478,3-Nitrophenol ,#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,9.973,0.005,5
479,3-Nitrophenol ,#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,10,40,60,16.228,0.005,5
480,3-Nitrophenol ,#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,5,40,60,27.368,0.022,5
481,3-Nitrophenol ,#N/A,#N/A,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,2,40,60,38.078,0.017,5
482,"2,5-dinitrophenol",5dNPh,329-71-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,1.111,0.019,5
483,"2,5-dinitrophenol",5dNPh,329-71-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,2.057,0.019,5
484,"2,5-dinitrophenol",5dNPh,329-71-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,2.885,0.017,5
485,"2,5-dinitrophenol",5dNPh,329-71-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,4.104,0.005,5
486,"2,5-dinitrophenol",5dNPh,329-71-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,6.004,0.008,5
487,"2,5-dinitrophenol",5dNPh,329-71-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,9.037,0.026,5
488,"2,5-dinitrophenol",5dNPh,329-71-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,13.941,0.041,5
489,"2,5-dinitrophenol",5dNPh,329-71-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,10,40,60,22.241,0.099,5
490,"2,4-dinitrophenol",4dNPh,51-28-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,50,40,60,0.907,0.011,5
491,"2,4-dinitrophenol",4dNPh,51-28-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,1.755,0.013,5
492,"2,4-dinitrophenol",4dNPh,51-28-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,2.492,0.012,5
493,"2,4-dinitrophenol",4dNPh,51-28-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,3.686,0.022,5
494,"2,4-dinitrophenol",4dNPh,51-28-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,5.633,0.019,5
495,"2,4-dinitrophenol",4dNPh,51-28-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,8.936,0.013,5
496,"2,4-dinitrophenol",4dNPh,51-28-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,14.545,0.058,5
497,"2,4-dinitrophenol",4dNPh,51-28-5,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,10,40,60,24.456,0.121,5
498,N-butylaniline ,Ani4,1126-78-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,40,40,60,2.859,0.033,5
499,N-butylaniline ,Ani4,1126-78-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,35,40,60,3.177,0.024,5
500,N-butylaniline ,Ani4,1126-78-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,30,40,60,3.530,0.021,5
501,N-butylaniline ,Ani4,1126-78-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,3.894,0.019,5
502,N-butylaniline ,Ani4,1126-78-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,4.593,0.025,5
503,N-butylaniline ,Ani4,1126-78-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,5.803,0.020,5
504,N-butylaniline ,Ani4,1126-78-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,10,40,60,8.459,0.006,5
505,N-butylaniline ,Ani4,1126-78-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,5,40,60,16.097,0.130,5
506,N-butylaniline ,Ani4,1126-78-9,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,2,40,60,31.081,0.128,5
507,N-propylaniline,Ani3,622-80-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,25,40,60,2.012,0.023,5
508,N-propylaniline,Ani3,622-80-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,20,40,60,2.224,0.017,5
509,N-propylaniline,Ani3,622-80-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,15,40,60,2.583,0.016,5
510,N-propylaniline,Ani3,622-80-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,10,40,60,3.442,0.012,5
511,N-propylaniline,Ani3,622-80-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,8,40,60,4.095,0.013,5
512,N-propylaniline,Ani3,622-80-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,6,40,60,5.072,0.016,5
513,N-propylaniline,Ani3,622-80-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,4,40,60,6.779,0.041,5
514,N-propylaniline,Ani3,622-80-0,2021_02,RP,Agilent,Poroshell,PFP,120,1.9,"Buffer, pH 3.2",ACN,2,40,60,9.974,0.022,5
